,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMD,AMGN,AMZN,ASML,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CDNS,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTRP,CTSH,CTXS,DLTR,EA,EBAY,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KHC,KLAC,LBTYA,LBTYK,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NFLX,NTAP,NTES,NVDA,NXPI,ORLY,PAYX,PCAR,PEP,PYPL,QCOM,REGN,ROST,SBUX,SIRI,SNPS,SWKS,SYMC,TMUS,TSLA,TTWO,TXN,UAL,ULTA,VRSK,VRSN,VRTX,WBA,WDAY,WDC,WLTW,WYNN,XEL,XLNX
60,50.0249,151.278,143.62,77.9778,97.2855,111.17,149.13,100.14,46.0881,12.38,153.7454,1010.07,133.0062,60.2195,242.6578,187.53,255.43,1890.37,90.29,35.35,117.57,68.17,114.95,345.88,40.467,178.7189,29.9017,52.4634,121.7504,57.38,65.8002,82.722,75.41,115.37,35.6368,143.8242,40.1133,153.12,62.55,26.761,27.1505,61.0439,981.08,1001.59,103.6459,92.7,171.94,179.15,119.15,34.6806,139.6648,310.6664,86.5756,41.18,87.437,103.7236,30.05,28.99,157.9594,52.25,102.9094,83.7558,45.0094,284.789,50.85,70.1278,32.5,46.5043,39.34,165.61,38.0019,310.1938,148.3181,108.5773,234.89,56.0138,61.6045,110.8294,53.85,53.6525,482.0,61.1592,61.1377,5.2518,76.07,106.6352,29.6135,65.92,359.65,79.77,79.1872,81.66,307.94,80.74,92.26,124.99,78.2261,102.5,85.4257,141.5267,128.088,45.2974,65.6555
61,50.5855,150.908,142.63,79.531,97.1217,111.12,151.82,102.92,46.2539,12.9,154.687,1010.27,134.0188,60.2394,243.2971,185.75,257.17,1892.38,89.99,35.44,117.06,68.11,115.47,337.45,39.5493,177.944,29.9017,52.4536,120.9484,58.02,65.7117,82.6624,74.84,114.29,36.0054,146.6346,40.3511,154.71,61.875,26.5739,26.9733,60.8541,983.41,1004.28,103.7511,92.09,171.34,177.69,119.75,34.891,140.3928,309.9497,86.8513,41.92,86.3181,103.9718,29.86,28.88,160.558,51.72,102.8702,84.2993,44.6532,287.6544,50.48,69.7016,32.45,46.8743,39.71,165.88,38.718,309.1883,159.0799,108.5972,230.62,55.636,62.1094,109.731,54.39,54.2027,485.9,60.3813,59.9246,5.3308,76.12,108.1255,29.457,65.69,370.0,79.32,80.5724,80.52,307.27,80.38,92.95,125.91,78.2357,102.84,86.4611,141.663,130.4308,44.7678,65.8489
62,49.4446,145.0563,138.05,75.8265,96.4856,105.95,148.85,105.38,43.6306,12.28,156.0279,978.31,129.0753,57.7324,232.2178,181.07,259.89,1842.12,90.23,34.72,118.19,66.28,110.8,332.84,39.3078,176.9337,29.6747,51.7609,120.9778,55.83,65.1614,77.8046,75.38,110.46,34.8098,141.1021,41.3974,149.6,61.43,27.2629,27.7215,61.4045,949.83,970.12,103.1678,92.875,164.56,174.08,119.04,34.1546,137.9334,305.4464,87.1074,39.0,84.6956,97.3382,29.35,28.24,153.5603,51.7,100.2662,81.0189,43.9121,274.6255,50.05,68.1225,30.6,44.6639,40.09,158.03,38.2438,299.3105,148.7955,107.9509,232.84,55.3055,62.1482,109.7784,53.4,53.2049,475.79,61.0115,59.8764,5.1333,74.93,104.2294,29.0656,63.84,357.32,75.3,77.2861,78.83,307.87,80.07,92.33,122.66,77.7748,97.97,81.7021,141.8091,125.4548,44.7773,63.2661
63,48.6676,141.5901,137.25,76.9262,97.8638,107.44,143.41,106.88,43.2405,12.09,156.8078,964.91,128.1323,56.4689,231.5784,180.06,262.11,1812.99,89.08,34.23,119.35,65.79,109.66,338.65,39.5783,176.2078,29.5612,52.2194,123.5206,54.86,65.1418,80.3179,75.35,108.9,34.0228,141.7802,41.8445,148.44,61.59,27.7255,28.2924,62.0973,942.9,961.81,103.6842,92.01,158.22,171.46,116.44,34.1737,137.471,301.0964,88.4072,39.22,85.0872,96.5364,29.41,28.38,150.3777,51.9,99.9235,80.6307,43.6714,270.2925,50.64,67.5994,31.2,44.3224,38.88,151.44,37.6051,302.1102,149.1635,107.593,234.72,56.3255,62.6919,110.053,52.16,53.6152,476.23,60.9131,59.0099,5.1333,73.89,101.0638,28.8895,64.67,359.01,73.83,77.4294,77.73,301.02,81.5,91.11,122.35,78.5622,97.35,82.3005,142.3737,126.0937,44.6165,62.1342
64,48.638,142.7293,139.09,78.3637,98.1818,107.55,144.38,108.0,43.7378,11.96,156.3798,980.79,130.9614,57.603,231.8361,179.19,261.42,1843.52,90.39,34.4,119.62,66.47,111.06,341.81,39.8198,177.0612,29.9869,52.5609,124.4497,55.06,65.2793,80.2186,75.5,109.98,34.3316,143.3918,41.3023,150.68,62.255,27.2235,27.623,61.8316,953.4,970.5,105.2714,91.875,161.3,173.46,118.52,34.3172,137.6088,302.743,89.1851,39.27,85.4043,96.8036,29.5,28.64,150.9714,52.39,101.6955,81.0675,43.9313,272.5588,50.55,68.4422,31.54,44.7208,37.77,152.72,37.6922,297.4079,150.5858,108.4779,234.54,57.1471,62.4589,110.1382,52.06,53.6618,473.67,61.1395,58.6537,5.1728,74.66,102.1255,28.6743,64.01,375.95,74.62,77.3721,77.48,302.69,82.42,91.6,122.49,78.5526,98.67,85.5397,143.2889,129.879,44.8547,62.6663
65,48.579,141.3369,138.25,78.0839,97.5843,106.2,144.3,118.0,42.8894,11.77,157.017,976.47,129.1944,58.1502,229.5458,178.2,253.37,1831.61,91.92,34.34,121.04,65.95,111.09,338.33,39.6942,178.199,29.8923,51.8877,125.144,53.76,65.3187,79.4437,75.27,110.02,34.3715,144.6398,41.0835,150.25,62.31,26.7019,27.18,62.1761,950.76,967.93,104.516,92.01,160.63,172.59,120.09,33.9824,137.9137,301.943,88.4958,38.4,85.2831,94.0643,29.09,28.26,148.6648,53.09,101.7248,79.8737,44.0179,264.5717,50.75,68.0741,31.06,44.607,37.88,152.2,36.8697,290.5862,150.9041,108.6369,234.33,56.7505,62.0317,111.1324,51.9,53.1675,476.84,60.1647,58.0279,5.0939,74.34,99.8074,28.4591,63.27,380.66,74.38,76.5792,77.56,302.21,82.97,91.66,124.71,79.5897,98.58,83.4024,144.0677,129.2304,45.1406,62.763
66,48.3036,140.4898,137.52,76.9359,98.471,105.58,144.02,117.98,42.0898,11.5,156.0755,964.17,126.6433,58.6079,228.0794,176.33,255.02,1809.2,90.47,34.15,120.61,65.93,110.18,338.34,40.0323,176.6198,29.8734,51.995,124.9778,52.64,65.24,78.7384,72.73,110.53,33.963,143.1658,41.5211,149.8,62.735,26.9775,27.308,62.0038,942.31,960.18,104.21,91.83,160.57,172.04,120.37,33.772,137.7268,299.6464,88.9094,38.12,85.4602,92.6516,28.69,27.91,144.509,53.13,102.5374,79.1652,44.1623,262.8745,51.3,67.7156,30.56,44.4552,36.98,151.76,36.7439,288.516,151.5506,108.3685,233.97,57.3549,63.2162,110.9809,52.29,53.0929,469.5,59.9776,57.8546,5.1136,74.02,99.6223,27.7938,63.6,375.34,74.01,76.5027,77.34,300.13,83.25,92.19,124.04,79.2824,98.27,82.9369,144.4961,129.7628,45.3502,62.7437
67,47.9889,138.523,137.84,77.2157,99.7432,104.88,145.26,113.98,42.041,11.44,154.4682,987.71,128.6783,58.4984,226.4118,173.88,251.74,1802.61,88.49,34.18,122.36,66.04,110.0,340.22,39.8778,163.9172,29.9207,51.4584,127.5792,52.94,65.4366,79.394,70.07,110.51,33.8335,143.6768,42.2345,150.64,62.325,26.6921,27.0225,61.3437,939.78,958.62,104.8315,91.365,160.71,171.86,118.05,33.6763,137.2251,304.9464,88.2102,38.17,83.3715,93.253,29.17,28.19,144.2462,52.97,102.3024,78.8353,43.4982,263.0242,50.31,67.8125,29.86,43.8765,36.72,152.38,36.7536,292.7549,150.8046,108.458,231.39,57.7043,63.3133,110.6495,51.84,52.9904,459.91,59.1603,57.9027,5.1087,73.78,99.2522,27.833,63.13,371.4,74.16,76.1397,76.78,295.94,83.14,92.46,123.14,75.326,98.39,82.7565,145.6936,130.1694,45.5408,62.6276
68,48.8446,142.4858,140.35,77.534,100.3407,106.16,149.7,116.16,43.1917,11.93,157.0075,995.17,130.4849,60.0106,231.1078,176.93,260.54,1851.6,91.35,34.26,125.16,67.34,111.77,340.26,40.3801,161.2001,30.2612,51.9657,128.4594,53.92,66.2325,80.8742,70.55,113.65,34.77,145.819,42.4438,152.87,62.595,26.9972,27.3671,62.0134,957.37,975.22,106.4187,92.53,164.38,176.6,122.28,33.9633,138.4646,312.133,88.3186,39.74,83.7818,96.4218,29.36,28.45,146.9616,53.84,103.7023,80.1746,43.7773,273.8767,50.86,68.6553,31.2,44.1042,37.23,153.4,37.1793,308.4884,156.474,108.5176,230.38,57.7327,63.2939,111.0566,52.93,53.7271,471.67,59.7216,58.6344,5.1728,74.71,101.356,28.2536,64.01,369.8,74.1,77.7829,78.63,294.17,83.78,93.65,125.58,76.6416,100.21,84.2003,145.6157,134.003,45.3502,63.7497
69,47.2414,141.1909,140.91,76.4053,98.7698,104.93,146.99,119.05,42.2848,12.64,158.1488,992.59,127.5466,59.8415,229.9961,177.85,266.0,1850.64,92.36,34.09,126.22,66.85,111.17,333.61,39.018,159.7876,30.1288,50.8632,127.2076,54.07,66.1048,79.8212,68.94,113.47,34.7999,145.1311,41.1025,152.25,62.31,26.3181,26.7567,62.7501,950.63,968.99,106.4952,91.06,166.02,175.3,124.58,33.3416,137.894,313.453,86.2507,38.9,83.2503,93.1384,28.8,27.95,146.0954,52.56,101.9989,77.9812,43.3441,270.8316,50.83,67.7253,30.83,43.2978,37.42,152.05,37.0245,312.0077,156.2452,108.3685,225.01,56.6749,62.1288,111.6815,52.52,52.9624,495.33,56.8364,57.6331,5.1136,74.61,99.1645,27.9406,63.98,372.24,73.1,76.0155,77.28,296.5,83.91,92.65,126.33,75.1916,98.94,83.8109,145.6157,132.7542,45.436,63.1306
70,47.6348,142.0282,144.24,77.1578,98.789,105.69,149.42,123.58,42.5383,13.98,162.961,1002.23,129.4724,60.3688,234.9125,180.17,278.6,1867.78,98.82,34.27,132.83,67.15,112.57,333.88,38.9117,160.0329,30.1193,50.9217,126.7577,55.05,66.7337,80.149,68.05,113.17,34.8298,146.8704,40.6269,153.91,62.69,26.4362,26.8256,64.5774,959.45,978.59,106.3422,91.635,166.61,177.38,133.99,33.0738,137.9727,317.7563,85.266,41.09,83.3622,93.5489,28.83,27.85,146.8838,53.29,101.9402,78.4471,43.296,276.5423,51.19,68.0741,32.01,43.6488,38.27,155.03,37.3632,319.1351,158.6124,108.5375,220.77,56.5993,60.9249,111.1797,53.54,52.5334,522.02,56.029,57.7294,5.1728,74.65,100.6158,28.3221,63.57,376.4,73.05,76.111,77.59,288.84,84.06,93.23,134.83,75.0187,102.24,86.4706,144.6714,133.0737,45.3121,63.9626
71,48.1659,141.7945,143.69,78.4505,98.2204,106.78,149.69,126.23,42.2653,14.38,165.3101,1001.3,129.0654,60.8463,233.8774,179.33,280.57,1862.93,97.06,34.28,133.68,67.34,113.51,334.13,38.5833,156.7371,30.1288,51.3218,126.3176,55.77,65.9574,80.6457,67.68,112.62,34.9892,149.3664,40.703,153.4,62.455,26.2098,26.55,67.4283,957.09,976.62,105.6251,92.13,166.52,182.99,135.63,32.8634,137.717,318.053,85.1379,41.33,83.0824,92.2698,29.03,28.03,146.0273,54.25,101.7052,77.7095,43.1709,275.3044,50.85,68.0644,31.89,43.4021,39.01,154.89,37.8471,320.6631,157.5183,108.8656,220.13,56.0988,60.9249,109.9772,53.87,52.6639,526.53,55.1132,57.2961,5.1728,74.59,100.5671,28.1852,63.56,382.61,73.05,75.5187,77.45,284.14,83.03,93.52,135.53,73.3382,102.83,85.7297,141.2152,132.6768,45.112,64.4076
72,47.8315,142.4274,145.41,78.6724,97.7385,107.75,153.5,126.07,42.9967,14.17,164.0547,1003.74,133.6515,60.13,235.0466,178.14,280.32,1874.28,95.0,34.26,134.31,68.32,113.95,330.8,38.1582,154.1279,30.3558,51.3706,126.5621,55.63,66.2129,80.8742,66.6,110.87,35.4375,151.7543,40.7791,155.07,62.4,26.5051,26.7666,67.4666,965.59,986.09,107.002,92.085,167.35,185.28,136.28,32.7008,138.1203,316.313,85.4531,42.95,82.8493,93.4916,29.98,29.14,147.7208,55.37,101.8717,79.1846,43.219,274.7852,51.99,68.9847,31.73,43.5634,39.03,158.02,38.5825,328.8256,153.0028,109.3428,220.08,55.9477,60.6919,110.7442,54.33,53.0743,517.33,55.4283,57.585,5.2814,74.36,101.6483,27.9112,63.4,383.45,72.88,76.0251,76.79,284.71,82.36,93.96,133.5,73.3094,103.33,88.6649,141.517,133.9062,44.9119,65.3266
73,47.9791,141.9795,144.96,77.727,98.5095,106.12,151.67,125.09,42.1775,14.08,165.1674,993.98,132.7978,59.9111,232.6412,178.46,279.81,1876.34,93.47,34.3,133.85,67.31,112.57,332.65,38.2452,157.1392,30.4977,51.8291,126.6501,54.97,66.2915,80.7352,68.49,111.86,34.9593,149.3468,40.5699,153.59,62.165,27.1842,27.6033,68.1554,952.27,972.09,106.935,92.48,165.97,180.89,134.67,32.586,136.1528,313.4797,86.1423,43.08,82.9332,91.6494,30.45,29.39,145.0054,55.5,101.7444,77.9327,43.219,267.5669,51.52,68.3259,32.5,43.4306,39.03,157.5,38.989,316.089,151.3318,109.0943,222.97,55.9477,61.3521,110.8957,53.74,52.7479,515.91,55.8321,57.4213,5.2321,74.52,98.6872,28.2341,63.15,377.49,73.57,74.8118,77.03,289.72,83.18,93.56,133.41,74.4521,102.23,88.019,141.2444,132.7736,45.1501,65.1621
74,47.7036,139.9446,142.54,75.3827,97.8252,102.92,149.34,122.11,40.8512,13.4,162.4855,976.78,131.3981,57.991,225.5301,175.6,271.25,1858.25,89.63,33.69,130.85,66.34,111.22,329.87,37.9167,156.2172,30.0436,52.0243,123.0511,54.14,65.3776,79.9305,69.22,108.32,34.78,145.3276,40.0562,150.58,61.425,26.7905,27.18,67.591,927.33,948.09,105.5773,91.435,162.44,176.36,130.31,32.1843,133.0933,312.003,86.359,40.69,81.5998,89.5973,30.32,29.45,140.7522,55.04,98.9054,76.3896,42.3238,255.5164,50.3,67.0472,31.66,42.4345,38.43,151.03,38.3503,307.0787,145.7917,108.8855,221.87,55.3621,60.9734,109.7784,52.73,51.694,502.12,55.6647,56.7666,5.1926,73.65,95.3171,27.5003,61.01,362.37,71.17,73.5125,76.0,282.86,82.82,92.8,129.23,74.1928,98.36,87.2496,141.0789,131.3021,44.7975,62.9758
75,48.4413,141.9893,143.81,76.4053,98.9625,104.28,152.24,125.81,41.6314,13.23,165.5479,990.33,133.9989,58.5084,231.012,178.0,274.64,1890.21,92.63,34.09,134.23,67.15,112.4,340.3,38.506,157.1098,30.3463,53.2537,123.9704,54.85,65.869,80.6954,69.97,108.81,35.1785,147.4699,40.3796,153.24,62.03,27.3318,27.6722,68.806,940.49,961.01,105.9598,92.14,164.65,181.0,134.33,32.7103,133.172,315.4364,89.9827,41.28,81.8889,91.3822,31.47,30.5,143.8764,56.16,99.8354,77.4765,42.5752,262.0396,51.05,67.6188,32.24,42.7381,39.07,153.41,39.1051,312.9245,150.9339,109.2633,217.02,54.4461,63.459,110.195,54.39,52.3748,513.19,56.8955,56.9784,5.3308,74.26,95.8042,28.2634,61.48,371.24,73.27,74.573,76.7,285.28,83.96,93.77,131.11,74.0296,98.94,89.4654,143.4826,131.6022,44.2829,63.8562
76,48.8053,139.8959,141.24,74.9968,97.7867,101.39,148.62,122.43,40.4124,12.6,164.1403,975.93,128.6485,57.2847,224.2939,179.63,271.88,1876.99,90.02,33.44,131.7,66.13,109.59,335.74,37.5496,155.6483,29.7125,52.5121,121.6135,53.85,64.9944,78.9867,69.73,106.68,34.3815,145.5438,40.4557,151.04,60.805,27.3023,27.751,67.7919,917.79,937.82,105.2331,91.19,160.54,176.75,128.78,32.0791,130.9388,310.1664,89.5002,39.5,79.968,88.2992,31.71,30.77,138.543,59.1,98.1026,75.0988,41.6858,252.1698,49.91,66.3497,31.47,42.1594,38.76,150.09,38.8051,297.8121,145.8912,108.7662,216.04,53.5394,63.4104,109.0588,53.42,51.3676,509.93,56.4229,56.1889,5.2913,72.97,93.6321,27.4514,60.3,360.75,72.52,73.4648,75.44,285.88,83.36,93.51,127.24,75.2588,96.45,87.5361,143.3556,128.5236,43.7969,62.0859
77,49.4938,140.2269,141.44,75.0547,98.7505,100.82,150.12,121.67,40.2856,12.48,163.7979,968.0,129.3533,57.2747,223.3451,178.86,271.36,1870.52,90.82,33.49,129.87,66.47,109.08,336.85,37.7509,156.8744,29.6085,53.2342,123.2663,53.86,65.2499,79.0563,69.92,105.72,34.7899,146.3693,41.4069,150.98,61.17,27.4302,27.8987,67.7154,908.73,929.68,106.6195,91.51,161.42,173.52,125.91,32.2704,130.6536,311.7897,89.9827,39.22,79.8561,87.3447,32.12,31.18,137.6476,59.67,98.2005,74.9047,41.7535,250.6214,49.68,66.7759,29.86,42.5958,38.82,149.41,38.7567,296.363,143.7826,108.8159,218.74,53.7755,64.1192,109.3523,53.67,51.4982,491.14,56.8463,56.1408,5.3999,72.93,93.4568,27.6373,60.62,361.61,73.38,73.4934,75.25,287.34,84.37,92.96,128.87,75.2012,97.0,84.623,142.1342,129.8403,43.7207,62.2213
78,49.5626,139.7206,138.41,73.4243,98.7119,99.36,149.03,121.08,39.9931,12.15,164.34,953.66,128.718,55.9714,220.1921,179.97,272.52,1843.13,90.51,33.07,130.18,65.5,108.1,328.67,37.2077,155.7856,29.6369,53.1659,123.2174,53.87,65.5447,78.2615,69.89,105.42,34.4711,145.1704,41.9016,148.43,60.655,27.6861,28.0759,67.6388,898.7,919.46,105.8833,90.985,159.32,174.13,125.87,32.0026,129.5419,307.2197,91.7946,38.86,78.7651,87.3829,31.94,31.0,135.5648,59.99,98.0047,73.575,41.7631,250.4216,49.72,66.0397,29.14,41.9222,38.81,146.17,38.2922,292.6169,138.5807,108.6369,220.41,53.3883,65.0513,109.3049,52.87,51.2464,487.73,57.3386,56.083,5.311,72.12,92.8626,26.8742,60.0,352.62,72.07,72.9967,75.08,283.36,84.17,93.9,128.23,75.0283,95.53,81.4616,143.0429,126.8295,43.4253,61.1959
79,50.4183,140.2951,141.21,74.9968,100.3022,102.6,151.94,125.05,41.0755,13.19,165.7286,971.4,130.5147,56.8668,221.9651,183.83,277.71,1866.01,92.01,33.27,133.2,66.58,110.34,335.11,37.5472,155.0009,29.7037,53.7513,123.3445,54.2,65.7314,78.8775,68.21,106.76,34.5907,147.5485,42.0157,150.34,61.175,27.4991,27.9184,67.7919,911.71,932.26,107.088,91.84,161.38,174.35,128.34,32.8442,129.837,312.6964,91.8241,39.76,78.1311,88.0892,32.09,30.99,138.7181,59.75,99.0424,75.6423,41.6858,248.7234,49.51,66.9213,30.51,42.6622,38.47,147.61,38.5743,289.975,142.2807,108.5673,178.77,54.2949,64.459,109.1724,54.61,51.7127,497.0,56.5115,55.7845,5.3505,72.74,94.9957,27.1873,59.95,327.09,73.28,73.4743,76.54,279.04,84.29,94.44,129.0,75.5181,96.95,82.5313,142.1635,128.1945,43.3872,62.5986
80,51.1954,138.9709,140.75,74.6013,99.695,102.05,149.74,121.09,41.0658,13.02,163.3129,965.14,130.2566,56.3296,225.2522,181.79,271.96,1872.3,90.08,33.28,131.95,65.03,109.86,332.18,37.101,154.0887,29.3313,53.2634,121.0071,53.13,65.1418,78.1523,67.93,105.75,33.9032,146.0843,41.9206,148.82,60.895,27.0857,27.5147,66.4716,906.69,927.69,106.2466,90.555,159.26,172.32,127.22,32.1652,129.3044,311.5997,90.8394,39.11,77.2266,88.2706,31.24,30.37,140.0418,57.97,97.5544,74.8464,41.6278,250.8412,50.33,66.4272,30.1,42.6337,37.65,146.25,37.2515,292.5873,142.7084,108.627,176.53,53.8038,65.2455,109.0114,53.47,51.0972,490.19,55.4185,55.4572,5.2814,72.53,95.249,27.1188,59.45,308.83,73.2,73.4266,77.71,273.24,83.48,93.25,128.46,74.6346,95.64,82.2543,141.714,126.7327,43.4253,62.3277
81,52.1593,140.3827,142.22,75.7011,101.3334,103.32,151.95,123.06,42.4603,13.36,163.0371,978.76,131.9143,57.7921,229.6415,181.4,273.93,1918.5,90.51,33.67,132.56,65.74,111.44,332.43,37.4114,151.1656,29.5032,53.5171,123.3543,53.07,65.8002,78.7483,67.98,107.45,34.1025,147.1849,41.7494,151.44,61.385,27.1251,27.4655,66.2516,918.59,940.81,107.0211,91.42,161.43,172.11,130.84,32.4043,130.0934,314.7564,92.218,39.22,77.4317,90.2654,31.46,30.53,144.1684,58.36,98.2397,76.0499,41.7825,255.3365,50.7,67.2894,30.2,43.3926,37.61,150.18,37.5822,291.5917,145.9708,108.4779,172.85,54.2288,65.6532,109.3712,53.97,51.6194,496.5,55.2806,55.8808,5.3012,73.15,97.1093,27.7938,60.01,313.22,74.59,74.9742,78.94,276.97,83.65,94.42,130.35,74.3945,97.1,83.0375,142.9745,128.2332,43.5397,63.2177
82,51.7953,141.2395,143.34,75.9519,99.907,103.74,151.58,123.76,43.1137,13.81,163.7694,996.47,133.8202,58.2099,231.702,182.93,273.58,1921.82,89.8,33.9,131.93,65.34,111.85,336.6,37.5957,148.115,29.5796,53.5561,123.7553,54.3,66.1146,79.404,66.39,107.84,34.9095,147.3814,41.6162,153.5,61.4,27.4007,27.8396,66.2899,928.8,951.0,107.2123,90.31,161.51,169.0,129.56,32.1843,130.0639,315.7497,91.3121,40.42,77.18,91.2772,31.72,30.71,146.8059,58.68,98.5921,76.4381,41.6181,259.5522,50.51,67.7931,30.5,43.6678,37.72,152.67,37.5141,296.7277,152.8734,108.6866,173.17,54.6255,66.4882,108.1971,54.94,51.8899,499.91,53.9611,55.6594,5.2715,73.5,97.4502,28.371,60.8,316.05,74.48,75.2608,78.26,268.82,83.45,95.29,128.66,74.0968,98.41,85.2629,142.867,130.6438,43.4158,64.988
83,50.7626,141.6972,142.93,77.042,98.1529,104.3,151.59,124.32,44.2742,13.89,164.8346,994.13,134.8228,57.6826,230.8586,184.41,271.76,1929.15,90.92,34.15,132.25,65.31,113.03,337.85,37.6054,148.2229,29.6846,52.8244,123.0609,54.84,66.4291,78.043,66.87,108.42,35.0589,147.3421,41.464,155.27,61.015,27.2826,27.6624,66.3473,930.09,953.53,107.3749,90.34,161.72,173.15,131.92,32.4425,130.5471,314.163,90.0713,40.81,78.0938,92.518,31.42,30.59,149.6089,58.78,98.6117,76.7778,41.5601,262.1395,49.98,67.8028,31.37,43.7911,37.65,154.33,38.0004,304.2593,155.0417,108.617,174.1,53.4544,66.5271,107.6953,54.76,51.6008,492.0,53.5082,55.746,5.3209,73.54,98.1126,28.3808,61.23,327.22,75.9,75.5092,76.92,255.98,83.48,95.61,132.17,74.2217,99.38,87.6316,141.1961,130.0048,43.3967,65.3459
84,52.9166,141.9016,145.91,77.534,98.789,106.68,152.51,124.94,44.1572,14.29,164.787,1006.51,136.0339,60.707,236.1583,186.76,275.08,1946.18,89.57,34.73,133.56,65.71,114.49,342.65,37.8479,148.8507,29.7514,53.8488,124.3616,55.98,66.9499,79.9007,67.4,110.68,35.8958,149.7005,40.6364,158.9,61.72,27.8633,28.2038,66.7778,943.83,967.66,108.0155,91.585,164.63,173.23,133.22,32.7582,131.6518,316.113,90.544,41.44,78.9796,93.253,31.92,31.12,150.4459,58.72,98.6802,77.7968,41.8018,274.0672,50.42,68.9266,31.45,44.3034,38.58,158.75,39.0703,309.9967,161.6361,108.5375,177.1,54.0588,66.5271,108.6705,56.55,52.4121,496.99,53.3014,56.3622,5.3357,75.16,99.0866,29.2711,61.51,329.52,77.31,76.9231,80.53,261.86,84.55,96.87,131.44,74.4425,102.95,89.9048,142.0462,130.9536,43.7302,66.0521
85,52.9265,143.8782,145.05,77.4375,97.9505,107.07,152.19,126.91,44.1767,13.53,166.4704,1000.63,135.8452,60.1897,237.0113,186.92,278.36,1940.7,91.06,34.45,134.47,65.22,114.01,339.04,38.1292,150.6653,29.8565,53.4976,123.6868,56.17,66.7239,79.8411,68.57,108.98,36.364,150.2508,41.0645,159.26,61.635,26.9676,27.1407,67.524,947.16,968.85,106.8394,91.215,163.59,173.0,133.42,32.7486,130.5866,312.8464,89.8645,41.43,79.1195,93.1575,32.51,31.5,150.7962,59.33,98.5823,77.1466,41.8501,271.2601,50.81,69.5272,31.13,44.2749,39.05,158.21,40.2472,302.9876,159.7662,108.5773,184.63,54.0211,66.2746,107.9604,57.9,52.4401,505.05,53.587,56.2082,5.3604,74.89,100.0801,29.7015,60.91,323.41,76.33,76.9422,80.17,257.4,84.4,97.18,130.92,74.9131,102.22,88.6345,142.3784,130.6728,43.5206,65.6361
86,53.3297,145.1147,146.16,78.6724,97.6807,108.74,154.3,126.71,44.9764,13.92,168.4581,1001.81,138.8927,60.4384,239.8672,188.55,280.81,1950.87,91.0,34.73,134.57,65.83,114.08,342.8,38.0225,150.0768,29.9997,53.7415,123.6477,57.49,67.6378,80.457,69.11,108.99,36.9419,151.4988,40.7886,159.97,61.805,27.1054,27.308,67.5144,955.99,976.91,108.178,92.26,166.5,172.33,134.27,33.1694,131.06,317.2497,90.4455,42.01,79.8654,95.1047,32.82,31.89,153.0931,59.81,98.8662,78.4568,42.1692,273.298,51.67,70.5056,31.79,44.6829,39.21,161.12,42.4453,305.945,164.063,108.7662,184.22,53.9266,66.6533,108.822,57.16,52.981,504.9,53.9218,56.574,5.4098,75.27,101.2879,29.4276,61.24,327.78,76.21,78.337,79.85,261.74,85.44,96.92,130.99,75.7773,103.78,90.2009,143.1308,126.2583,43.7588,64.0883
87,52.9855,145.621,146.4,78.2286,98.018,106.94,156.21,125.78,45.0056,13.8,168.7148,1010.04,139.1905,60.1897,238.6501,188.23,282.65,1945.46,86.98,34.71,134.87,66.23,114.32,342.31,38.0225,149.9199,30.0761,53.2927,123.413,56.85,67.6967,80.8941,69.87,109.44,36.912,150.0838,40.4272,159.73,62.625,26.8003,26.9536,68.0693,953.42,975.96,107.8912,92.755,166.03,171.74,130.62,32.9686,131.2474,316.0297,92.0998,41.63,79.8188,94.6179,32.88,31.84,152.7817,59.74,99.2187,78.6412,42.2368,275.8354,51.54,71.0578,31.72,44.5311,38.75,161.7,42.4258,297.7037,163.3667,108.8159,185.5,53.7188,66.2455,108.822,57.58,52.6546,498.11,53.8922,56.16,5.39,75.64,100.6158,29.8581,61.38,319.57,76.1,78.0121,79.78,253.94,85.24,98.0,129.21,76.0366,102.89,90.325,144.5379,125.7065,43.9494,63.7111
88,52.2773,146.1273,147.89,78.2768,97.6373,107.7,156.02,126.77,45.464,13.48,168.7909,1024.45,142.1983,61.0154,240.4326,189.51,282.6,1976.24,86.67,34.81,134.27,66.16,114.65,344.63,38.0031,148.6055,30.0856,53.3122,122.6599,57.63,67.5985,80.6755,69.28,110.28,36.6629,150.9092,41.3023,162.86,62.53,26.7708,26.9438,68.586,965.4,986.95,108.4266,92.19,165.53,173.66,130.85,33.026,131.8195,315.5497,90.6031,42.99,79.8188,95.286,32.67,31.64,155.0883,59.38,99.855,79.1652,42.3432,279.9511,51.84,71.0094,31.9,44.5311,38.11,183.6,42.5717,304.8212,165.0675,108.8258,187.54,53.6244,66.4591,108.8978,58.96,52.4961,497.63,53.4983,56.0445,5.3407,75.66,101.132,29.907,61.39,328.24,77.47,78.4898,78.9,258.75,85.87,98.43,132.16,75.5469,102.54,90.0385,143.7562,129.2884,44.2162,63.4886
