,AAL,AAPL,ADBE,ADI,ADP,ADSK,ALGN,ALXN,AMAT,AMD,AMGN,AMZN,ASML,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CDNS,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTRP,CTSH,CTXS,DLTR,EA,EBAY,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KHC,KLAC,LBTYA,LBTYK,LRCX,LULU,MAR,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NFLX,NTAP,NTES,NVDA,NXPI,ORLY,PAYX,PCAR,PEP,PYPL,QCOM,REGN,ROST,SBUX,SIRI,SNPS,SWKS,SYMC,TMUS,TSLA,TTWO,TXN,UAL,ULTA,VRSK,VRSN,VRTX,WBA,WDAY,WDC,WLTW,WYNN,XEL,XLNX
431,37.9964,173.8742,231.96,89.1307,143.0864,138.8,223.38,119.0,35.8267,20.08,192.8091,1581.33,167.43,50.91,232.8562,185.19,319.5,1802.44,97.01,43.54,68.0,57.93,110.2,313.23,37.5611,218.8588,45.2199,69.9754,182.26,27.77,68.5621,107.0906,83.15,84.93,28.6927,116.2839,57.2168,136.38,77.41,48.55,48.87,66.38,1048.62,1055.94,96.8552,84.46,196.7,316.79,67.38,47.1511,200.9553,503.28,107.7216,20.46,50.4483,95.1638,25.32,24.77,145.7972,123.76,119.5127,75.4351,43.666,322.18,56.82,106.0172,36.57,52.5006,33.47,261.43,67.3108,229.0665,152.7395,81.6831,350.99,67.8715,60.3856,114.0237,80.86,54.4978,353.18,80.7073,65.3489,6.1274,88.3,70.6228,22.0182,67.49,346.0,110.44,95.6478,91.75,301.11,120.95,153.65,167.4,81.2037,140.23,47.2712,156.7043,110.8643,50.7082,88.7192
432,38.1859,173.4958,232.25,88.6458,143.7491,140.16,220.71,120.93,35.8168,21.05,195.5877,1581.42,167.41,50.75,233.3708,182.79,323.81,1824.61,96.37,43.08,69.19,57.95,107.85,317.64,38.1478,222.4092,45.7657,69.9655,183.35,28.25,69.709,107.8058,81.82,85.04,28.6329,117.2414,56.9189,135.0,77.17,48.89,49.1,66.8759,1044.41,1052.28,94.9385,87.27,194.4,321.79,67.19,47.7672,198.2915,496.86,105.6865,20.84,51.1694,95.6603,25.09,24.58,145.827,122.77,119.5825,73.4133,44.2521,331.72,57.76,106.6843,37.0,54.684,33.49,266.63,66.8241,229.4151,153.4181,80.6364,353.08,68.6156,60.2761,114.5945,81.97,54.3413,353.59,82.5023,65.7369,6.0875,86.96,70.3441,21.7789,67.49,343.92,109.56,95.5486,93.38,296.83,121.69,150.8,175.45,83.0126,138.75,48.0209,156.4055,112.1666,51.3433,88.5996
433,38.8341,180.1672,249.21,90.2575,147.0036,143.16,235.59,122.84,36.9211,21.34,199.8745,1677.75,174.31,51.02,232.7671,188.44,332.24,1869.45,98.61,44.77,70.98,58.4,111.15,328.68,38.844,229.7195,46.9267,72.2907,188.24,28.86,70.5666,110.6867,83.32,85.9,29.6491,119.8548,58.6465,136.76,79.4,49.25,49.48,68.6112,1086.23,1091.79,95.8125,88.2,202.41,334.33,65.76,48.5522,208.438,521.9,108.38,21.38,50.557,98.0436,24.72,24.11,152.7891,128.99,121.7953,75.5845,44.1329,345.78,59.1,110.6474,38.71,55.7551,34.04,282.65,69.0194,232.6721,159.7452,82.7597,358.87,70.2923,61.7091,116.6218,85.98,55.3974,363.64,86.1921,66.4731,6.1773,90.45,71.8472,22.4268,68.92,347.87,110.63,97.5135,94.48,295.14,123.8,155.85,178.38,84.1258,145.83,47.4981,158.8557,112.1367,51.1647,90.8921
434,38.3155,178.7831,249.09,89.0636,144.2734,145.55,228.7,123.34,36.354,21.43,200.8172,1673.57,171.52,52.56,233.3213,183.22,326.61,1865.15,96.75,44.12,70.16,57.35,110.38,330.33,39.202,230.3777,46.9763,71.5332,188.04,28.04,70.1079,109.733,88.43,86.39,29.41,119.4359,58.8351,138.68,78.44,49.3,49.53,69.107,1088.3,1094.58,96.1799,89.14,201.12,337.96,64.79,47.3995,208.7074,520.97,105.9858,20.97,50.5669,96.0178,24.92,24.36,151.7066,129.46,121.4465,74.1205,44.2422,357.99,58.8,109.7214,37.91,54.8823,34.04,288.75,66.9532,222.7701,157.1979,82.6501,354.85,69.3696,61.0125,116.3955,84.26,56.8252,359.57,85.7035,66.5328,6.307,89.52,70.9016,22.5066,68.68,341.17,111.91,96.6898,95.07,300.37,123.83,156.66,179.45,84.3345,145.3,44.9037,157.8597,107.4843,51.1349,90.9021
435,40.0508,177.8173,250.89,91.4514,145.8264,144.5,229.89,123.15,37.0903,21.3,206.6521,1690.17,171.35,49.88,234.9343,188.28,333.72,1891.88,96.03,45.04,72.22,57.91,111.81,329.2,38.7942,230.6569,47.5022,72.3904,187.38,28.85,71.0353,108.2529,86.77,84.07,29.7388,120.4832,58.8351,140.61,79.13,49.03,49.47,71.3382,1094.43,1109.65,90.3704,89.2,203.76,337.5,64.25,48.9994,214.0351,530.87,106.1055,21.23,50.4977,97.8748,24.83,24.29,155.8878,132.55,114.6585,74.6981,44.6893,351.97,59.68,110.4184,38.56,55.4575,33.86,286.13,66.4267,226.6022,163.2617,83.1086,346.78,70.203,61.9181,120.0073,85.81,56.9718,365.65,87.3589,66.3736,6.2172,91.94,72.4345,22.0381,68.45,350.48,109.67,99.0914,96.7,297.79,123.32,156.06,180.79,84.1556,164.0,44.7755,158.8159,108.7567,52.0479,92.1779
436,39.5422,184.0306,255.26,93.0333,145.8165,148.02,235.7,125.47,38.1449,23.71,201.3729,1772.36,177.66,46.6,239.5457,191.33,332.19,1919.7,97.79,46.22,73.42,58.11,112.47,326.7,38.9335,231.4548,48.3655,72.9087,189.37,30.02,71.7334,109.5642,86.67,84.0,30.0875,120.3435,59.3017,141.09,79.67,49.39,49.66,70.2673,1106.43,1116.36,89.2482,90.4,206.36,350.25,68.32,49.8142,213.0274,548.93,104.7587,22.01,50.7941,100.4468,24.79,24.24,159.9201,139.89,119.1439,77.447,44.739,369.51,60.0,111.6133,40.03,56.6179,34.1,290.3,69.4664,234.8752,169.8649,85.4014,346.34,70.451,60.8135,117.0942,87.98,57.8324,382.61,84.5168,67.1495,6.307,92.9,73.1213,22.2873,67.8,358.49,103.46,100.4014,96.46,306.49,124.69,159.27,184.65,85.1694,167.8,45.7422,160.4991,119.0856,52.5341,94.3208
437,36.5902,175.9354,245.82,89.9789,142.0576,139.84,220.95,122.3,35.2497,21.12,196.2426,1668.4,169.64,46.52,229.6203,182.66,322.73,1863.14,93.69,44.73,72.47,56.12,110.21,321.84,37.4815,225.7402,46.9862,70.3671,179.49,29.63,69.8286,108.1535,86.25,81.18,29.151,118.4783,56.8594,137.93,76.91,48.92,49.12,68.9682,1050.82,1062.47,87.7983,89.92,196.8,334.21,65.52,47.4492,207.171,518.82,100.3892,21.45,49.3716,95.2532,24.26,23.69,149.69,133.62,113.1334,74.1802,44.1826,354.85,57.83,108.0585,36.88,54.3666,32.96,275.33,67.5194,228.9574,156.9482,81.5635,346.43,68.7545,59.0322,115.9329,84.19,56.4536,372.8,81.535,66.304,6.1773,89.45,70.4337,21.8886,66.57,359.7,101.69,95.3799,91.94,291.13,120.39,153.55,177.93,82.3169,165.02,42.4573,156.6844,109.7111,52.425,90.9918
438,36.8396,173.9738,250.63,89.0736,141.6323,140.14,219.34,121.04,34.5135,21.3,197.483,1699.19,166.35,48.15,224.8703,180.7,326.7,1882.24,95.54,44.0,72.8,54.87,109.99,326.78,37.6705,232.5718,48.0182,69.5897,177.83,28.98,69.2103,108.9508,86.25,83.88,29.3602,120.3435,56.8892,139.63,76.07,49.23,49.5,69.6029,1068.73,1078.08,86.8847,87.5,199.69,334.32,65.1,48.0653,211.062,519.09,103.1825,21.23,48.9172,94.8957,24.11,23.61,145.73,131.44,114.9475,73.1046,43.964,350.56,58.27,108.7256,37.67,54.0294,31.84,282.88,68.026,237.9788,158.127,81.7928,340.41,68.6255,58.2958,115.9007,85.82,56.4536,381.69,81.58,66.2045,6.337,91.19,70.2844,22.2374,67.3,363.06,106.2,96.5807,93.03,292.92,118.0,157.4,179.61,82.4361,168.13,43.0097,155.4792,111.749,52.802,88.7192
439,33.4787,167.7704,238.0,85.9794,137.8239,132.57,210.28,115.6,33.4688,19.46,189.9711,1629.13,159.53,47.23,226.1766,179.56,316.73,1834.51,92.7,42.67,70.08,53.73,106.28,315.7,37.2031,224.2542,46.0832,67.8056,171.4,28.57,67.8142,107.0074,83.39,82.52,28.9518,117.9397,54.8539,137.42,74.74,48.99,49.26,67.5799,1036.58,1046.58,83.3493,85.16,190.01,321.41,64.51,45.9487,201.9929,491.69,99.6011,20.93,48.1171,91.5491,23.73,23.2,138.03,113.87,110.8907,69.9772,43.5169,346.56,57.41,104.3742,35.31,52.4625,30.55,265.14,63.9632,236.1226,147.458,76.2602,331.45,67.1472,56.813,114.8889,82.77,55.3465,372.83,78.34,65.1301,6.2072,87.82,67.2584,21.7092,65.69,357.965,102.67,91.6782,88.23,254.47,114.45,153.95,172.21,80.6968,160.43,41.461,155.8776,104.3727,52.7822,86.945
440,33.748,168.8756,244.09,88.0289,138.2196,135.02,216.66,114.65,33.9961,19.99,192.6007,1641.03,161.41,47.88,236.7551,179.2,319.44,1826.01,93.83,43.38,68.68,54.44,109.13,315.64,37.1434,222.0602,46.5,68.0747,171.54,28.56,66.9066,108.1834,83.82,83.73,28.8721,118.4783,54.2284,141.85,76.14,49.02,49.35,66.9254,1039.55,1053.18,83.4188,85.55,196.0,323.05,65.42,46.9126,206.3129,498.11,99.6709,20.51,47.6824,91.6385,23.64,23.1,137.82,115.01,110.4521,71.6106,43.6461,353.52,56.95,107.1324,34.8,52.889,30.3,269.7,65.1949,236.3322,151.7036,75.7617,338.06,67.5838,57.2907,115.2559,84.93,56.5821,377.59,80.01,65.15,6.1873,89.34,67.129,22.0082,65.73,365.15,105.24,93.0874,88.55,251.1,114.38,157.0,173.78,80.667,159.68,41.096,153.9951,105.6153,53.0501,87.3437
441,34.0073,167.9098,245.34,88.1881,138.4768,133.87,220.27,114.83,33.8469,19.98,194.6747,1643.24,161.47,48.2,244.266,176.85,319.79,1852.35,92.34,43.83,69.49,54.97,108.84,312.54,36.6362,225.8898,46.7282,67.8654,170.43,28.44,67.0762,108.891,84.81,83.44,28.9418,118.0494,54.4964,142.08,76.76,49.01,49.24,67.1535,1051.75,1061.65,83.2798,84.66,196.47,328.9,65.6,47.0816,205.6345,508.06,98.4239,20.91,47.7911,92.0853,23.62,23.0,138.29,116.85,109.6746,71.9094,43.9243,355.24,57.58,108.1282,35.21,52.6509,29.62,265.32,63.7744,237.4199,148.0374,78.6327,342.57,67.6036,57.5295,116.3471,85.51,56.6908,375.72,80.55,65.5777,6.2471,89.07,68.2041,22.2075,65.53,366.76,105.42,93.8218,88.14,247.86,114.68,155.42,173.23,81.313,162.94,41.0368,154.284,104.9194,53.1097,87.8421
442,34.2566,168.3778,245.55,88.6259,138.0613,137.79,219.29,117.01,34.026,20.48,194.9029,1663.54,165.22,48.45,252.3211,179.75,322.61,1856.15,94.51,44.39,70.9,56.15,108.74,316.78,36.7755,227.1863,47.0557,68.6528,173.16,29.03,67.8441,109.9474,84.58,82.99,28.9318,120.7924,54.3773,144.5,77.64,48.92,49.13,67.57,1063.68,1073.73,84.2431,85.12,199.73,336.92,67.67,47.5287,208.6974,515.63,98.0648,21.89,47.6725,92.8897,23.81,23.14,138.45,122.65,109.7145,73.2838,43.7852,361.36,57.44,108.6161,36.03,53.7319,30.41,274.88,64.281,246.581,148.7466,79.49,353.63,67.5838,58.1266,116.0594,86.5,57.0566,377.96,80.9,65.7867,6.307,89.76,68.9904,22.676,66.1,366.6,104.19,95.0821,89.63,255.15,116.18,157.12,175.45,81.9392,165.52,40.4153,155.1405,108.7567,52.5341,90.2442
443,32.3717,170.2199,248.08,88.009,137.4843,135.57,217.23,112.43,33.5384,19.86,196.0144,1658.38,164.09,48.51,255.6064,179.9,320.14,1833.07,93.89,44.11,69.74,56.77,108.44,311.48,36.5567,225.8998,47.1053,68.6129,171.84,28.3,68.8912,109.8877,85.05,80.86,28.9119,119.2862,54.3376,145.01,77.74,48.92,49.14,67.35,1061.9,1073.54,83.1805,83.79,194.97,334.62,67.29,47.9858,207.9591,512.25,95.6406,22.71,47.88,92.0357,23.57,22.77,138.76,120.2,108.4984,72.1385,44.0634,333.51,53.43,108.9845,35.02,52.9385,30.04,276.02,62.3142,252.8081,148.7366,78.83,354.56,66.8496,57.0319,117.3986,87.56,57.4223,378.51,80.82,66.5626,6.2272,89.29,69.299,22.4069,66.36,376.79,105.9,95.1119,87.48,251.52,115.46,156.3,173.42,81.8199,164.65,39.419,155.8278,107.4743,53.2684,88.8388
444,32.3219,164.7732,230.0,86.8251,134.1218,131.5,215.57,109.43,32.4838,19.9,190.5962,1591.91,161.03,47.75,252.1726,177.54,314.55,1807.14,93.11,43.22,68.2,55.91,107.42,309.42,36.139,206.5022,45.468,65.6128,169.74,28.18,67.5848,108.7714,85.86,80.16,28.8023,118.0594,53.4838,144.06,76.28,48.8,49.06,65.57,1042.1,1051.71,83.4784,80.52,190.27,326.46,66.25,47.5585,200.4665,491.81,92.4682,22.17,46.8823,88.8877,23.11,22.32,135.37,119.12,107.3123,71.3516,43.2685,326.52,52.69,105.5791,34.2,52.3435,29.05,266.84,61.0228,247.4891,146.2992,77.57,348.17,65.3812,56.2955,113.034,85.92,56.9577,381.17,79.21,65.0008,6.1573,87.65,68.3733,21.4999,65.65,365.71,103.46,93.5439,87.74,246.85,113.83,152.67,170.06,78.2617,162.03,38.255,153.1485,106.0726,52.7326,88.5298
445,31.9529,163.2398,221.38,86.8649,131.7839,127.27,206.97,109.53,32.5037,18.83,188.6215,1520.91,160.6,47.08,251.4799,169.86,313.1,1739.52,92.45,42.31,68.13,54.3,104.14,309.28,36.0097,201.6852,43.8604,64.4666,166.22,27.31,64.4933,106.2699,85.01,79.23,28.3739,116.633,52.5902,140.19,74.43,48.77,48.95,65.12,1016.53,1025.65,83.0116,79.74,183.79,310.89,64.82,46.7834,197.0344,481.75,93.4558,21.35,46.2501,88.3217,22.84,22.03,135.68,118.87,107.3123,70.9234,42.5333,310.49,51.25,102.4524,33.88,51.7683,28.84,262.8,59.2148,238.0985,143.4321,75.27,340.94,64.4387,55.8179,111.9626,84.1,56.3448,375.5,78.28,64.1353,6.1074,85.63,68.1145,20.5828,64.81,348.42,102.19,91.2217,86.21,241.95,111.05,150.1,166.17,75.757,153.76,37.7321,150.6784,103.8657,51.3334,86.8952
446,33.4488,165.3607,226.18,87.6011,129.3267,130.58,209.5,105.99,33.1106,19.5,185.6644,1551.48,162.58,47.32,249.67,167.61,294.75,1769.42,89.58,43.07,66.63,53.1,104.55,305.93,35.4528,202.4431,43.7215,63.6792,166.6,27.05,64.4434,106.1702,85.86,80.0,28.3938,117.9596,51.8654,143.66,73.01,48.5,48.78,64.84,1028.71,1043.41,81.7306,79.13,187.57,313.58,64.26,47.4393,197.6729,482.36,93.3461,21.04,45.5882,89.3942,23.0,22.16,137.93,119.2,107.8904,71.8496,41.8676,310.83,51.23,103.5278,34.11,51.6493,28.83,270.94,61.6188,232.041,146.7887,77.01,344.1,63.8137,55.9074,110.9409,85.51,57.1159,369.0,78.89,64.5829,6.1374,85.66,68.4429,20.6526,64.78,337.03,103.43,93.8218,87.8,240.91,111.15,150.03,163.43,75.0215,155.71,38.1958,151.3258,102.4838,51.0952,88.9385
447,32.3319,160.2028,224.65,83.2633,129.655,128.13,201.56,102.78,31.3695,18.16,184.0667,1495.08,153.88,46.33,243.89,162.48,292.69,1736.63,85.88,42.09,65.58,52.07,104.36,297.6,34.9954,200.8674,42.8086,61.8453,165.07,26.28,64.0545,105.6022,86.23,78.36,28.1946,114.8575,51.1109,133.24,72.84,48.19,48.52,64.2,1023.01,1035.46,79.943,78.42,183.9,303.4,62.75,45.283,195.1188,471.92,91.6701,20.17,44.5411,86.3356,22.09,21.32,131.12,115.71,106.0464,68.3338,41.1424,312.39,49.44,103.249,31.41,48.9617,27.72,266.77,58.9764,232.8893,138.3673,71.31,340.39,64.2502,54.6137,109.1554,84.03,56.0384,360.7,78.47,63.7274,6.0076,84.12,66.054,20.3636,64.87,332.97,103.05,89.8422,86.37,239.23,110.23,149.71,158.66,72.8448,155.69,36.0847,150.7282,97.8115,50.5296,84.9416
448,31.8033,156.1602,218.65,82.3182,129.6152,124.93,197.78,101.22,30.7428,17.94,183.5408,1460.83,152.68,47.05,241.89,160.36,292.33,1705.18,85.83,41.56,64.52,50.68,103.13,290.45,34.4285,196.5989,42.1635,61.4067,159.04,26.31,62.6084,102.8515,83.77,77.44,27.8857,114.0197,50.2074,133.4,72.5,47.73,48.0,64.3,1009.41,1023.58,78.5428,77.16,185.04,292.25,61.73,45.2531,191.6169,459.88,92.2088,19.91,44.304,85.3028,21.97,21.09,128.31,115.01,103.8535,68.4334,40.894,306.4,49.21,101.0783,31.28,48.4163,27.36,260.58,57.4764,235.3342,134.9608,71.95,332.69,64.4486,55.1412,109.324,82.44,55.7221,356.23,77.16,61.8273,5.8779,83.7,65.3373,19.4964,64.26,315.38,102.1,89.4056,84.41,234.01,108.47,147.02,161.3,69.1871,152.06,36.1933,148.7461,97.2249,50.9761,83.2073
449,30.6963,150.0862,208.8,81.9003,124.7207,120.3,199.17,94.63,30.1558,16.93,178.8272,1377.45,148.45,45.85,244.91,157.42,280.6,1633.39,80.92,40.69,60.92,49.21,100.04,283.93,33.5633,193.996,41.5285,60.4998,159.97,26.49,59.9258,100.4197,83.46,76.57,26.481,109.8702,50.0684,124.95,70.92,46.6,46.9,62.62,979.54,991.25,77.5696,75.96,184.94,278.86,58.67,44.5576,185.3813,446.02,90.6326,21.08,43.5138,85.0744,20.83,20.06,127.16,113.74,102.5477,67.7163,40.4171,286.56,48.23,97.8122,30.32,47.8212,26.46,246.39,56.3738,243.9265,129.4365,70.34,330.57,63.3375,54.6336,108.5404,78.14,54.2196,344.6,76.98,61.0713,5.5785,80.8,64.1926,18.38,61.93,319.77,101.37,89.7232,81.47,230.49,106.01,142.44,156.5,66.8514,144.93,35.4139,146.4851,92.8607,50.5097,81.2437
450,29.6392,146.2029,205.16,80.01,121.3184,118.32,193.72,93.94,28.8425,16.65,177.0311,1343.96,145.01,43.99,233.8,157.12,278.5,1616.83,80.14,40.31,59.21,48.9,99.6,273.52,32.8871,189.4782,39.9705,58.5662,156.02,26.84,59.856,99.1341,83.35,74.72,26.0426,108.8229,49.0061,124.06,69.0,46.0,46.35,60.54,976.22,984.67,77.4802,74.36,176.18,272.46,58.5,43.3154,182.3284,434.89,88.4578,19.75,42.0222,80.6653,20.28,19.55,123.28,113.26,100.6638,65.4654,39.2248,257.52,47.95,93.7297,29.02,46.2741,26.21,233.88,54.4566,244.5252,126.9491,67.71,327.41,61.1548,53.4096,105.1776,77.06,53.0333,340.64,76.3,60.2456,5.4987,79.24,62.4905,17.9016,60.8,295.39,98.76,87.133,79.12,229.06,103.04,139.54,151.91,64.8635,142.41,34.5853,146.0269,91.469,48.2274,79.011
451,32.2022,156.4987,222.95,83.91,127.0386,125.93,210.99,97.87,30.4841,17.9,186.4186,1470.9,152.92,46.42,248.14,163.04,295.17,1703.25,83.78,42.59,62.5,51.56,102.98,285.7,33.9512,198.0949,42.1437,61.5164,164.03,27.98,62.1896,101.0576,88.02,77.89,27.7463,113.9099,51.23,134.18,71.91,47.53,47.86,63.22,1039.46,1047.85,80.5091,77.44,185.6,293.35,62.02,45.899,192.3552,461.98,92.4383,21.1,42.763,85.4518,21.12,20.4,130.84,122.66,105.239,70.0967,39.7415,281.81,49.1,100.1323,30.89,48.9121,27.71,253.67,57.4864,243.0183,132.9629,71.77,344.45,63.8137,56.206,107.4591,82.8,55.3168,363.29,81.79,62.7525,5.7182,82.79,66.4024,18.4498,63.01,326.09,104.63,92.2736,83.8,242.2,107.49,146.06,161.84,67.3086,153.81,36.43,148.268,98.6465,49.18,84.9416
452,31.9529,155.4831,225.14,84.9248,129.0581,127.41,211.33,98.1,31.3894,17.49,188.8696,1461.64,154.39,47.04,250.85,161.58,294.41,1717.8,84.0,43.41,62.81,52.0,103.47,284.73,34.2793,200.5383,42.5803,61.8553,167.25,28.43,62.9076,101.805,87.33,79.43,27.9256,114.0795,51.7562,134.52,73.07,47.75,48.01,62.94,1043.88,1052.9,80.8269,77.81,187.95,299.55,62.34,46.068,196.785,468.7,93.5755,21.7,43.2273,87.6861,21.07,20.26,133.28,123.34,106.2856,71.2023,39.97,289.1,49.44,100.7497,31.93,49.5567,27.43,255.565,59.0062,245.8824,131.0349,73.01,343.12,64.6867,57.1812,108.5404,84.31,55.4453,364.79,81.84,62.8719,5.7182,83.24,67.4077,18.5495,62.65,316.13,106.15,93.0973,83.04,242.27,109.17,148.06,162.37,67.9447,158.49,36.89,150.2501,97.5431,49.6,84.0246
453,31.7435,155.5627,223.13,85.0243,128.5607,127.23,208.29,97.21,32.2152,17.82,189.2665,1478.02,155.09,46.8,253.59,162.17,293.52,1715.83,83.6,43.34,62.43,52.01,102.91,285.08,34.16,201.4957,42.4414,61.8752,166.91,27.75,62.758,101.4562,87.73,79.3,28.1348,113.0022,51.6867,133.2,72.96,47.62,47.97,61.88,1037.08,1046.68,80.5687,77.92,185.88,298.23,62.28,46.4555,195.3982,471.2,93.0069,21.71,43.0396,88.0138,21.29,20.54,135.42,121.4,106.8936,71.3516,39.89,292.09,49.04,99.963,31.57,49.7154,27.27,256.08,58.6983,236.422,133.5123,72.13,342.1,64.1609,56.813,109.4728,83.26,56.157,362.62,81.58,63.0609,5.7083,83.64,66.91,18.4996,63.24,333.87,104.57,93.0973,83.17,239.45,108.06,146.88,161.42,67.6366,159.56,36.74,150.93,96.6682,49.25,84.0645
454,32.0227,157.0663,226.24,85.3924,130.4409,128.61,209.43,97.36,32.5734,18.46,193.1763,1501.97,155.62,46.57,254.28,158.6,300.92,1722.42,85.15,43.48,64.09,52.44,102.65,284.97,34.05,203.1612,42.9971,61.925,167.99,27.06,63.3065,102.114,90.32,78.91,27.9654,112.3639,51.9151,131.09,73.49,47.78,48.12,62.55,1035.61,1044.96,80.6878,78.52,186.02,299.93,63.59,46.6344,196.3959,478.92,92.8174,20.93,42.5161,88.8679,21.34,20.64,136.17,121.61,108.2094,71.6305,40.03,292.85,49.22,101.138,31.73,50.4295,27.4,267.66,59.2744,234.8851,133.3625,73.28,344.33,64.6371,56.8628,109.5919,84.09,56.2559,373.5,83.2,64.0656,5.6983,84.24,66.711,18.8336,63.61,332.8,102.94,93.7821,83.73,244.84,109.04,148.29,165.71,67.9149,159.68,36.97,151.86,98.3284,49.27,84.8918
455,32.3917,157.2455,224.57,85.482,129.466,128.96,202.12,98.05,33.3096,18.83,190.4276,1539.13,156.3,47.03,253.51,162.25,304.69,1721.7,84.96,43.23,66.64,51.87,103.5,287.99,34.37,204.2084,42.62,61.7456,167.49,27.59,62.9176,101.8648,91.2,80.37,28.7425,111.6956,51.0414,135.68,72.21,47.47,47.79,63.44,1045.85,1054.68,79.4266,76.39,182.46,294.52,63.56,46.7834,194.0214,466.03,93.0169,21.27,42.8124,90.278,21.36,20.7,138.3,123.35,107.1129,71.0628,39.89,298.01,48.76,100.6899,32.75,50.4196,27.92,267.66,59.94,229.2667,136.0797,75.03,341.15,64.5578,57.5793,108.4015,85.75,56.7402,372.44,83.78,63.9861,5.8879,84.05,67.6466,18.8784,65.26,310.12,104.01,93.7325,84.18,247.97,108.65,147.76,164.08,67.6267,159.74,38.26,149.68,103.7861,48.22,86.5663
456,29.9783,141.5827,215.7,80.3184,125.5564,121.85,184.78,100.21,31.3795,17.05,187.53,1500.28,147.68,45.36,230.96,154.71,307.0,1663.12,84.2,41.53,80.43,50.7,102.35,287.5,34.64,199.8801,41.07,60.7788,164.81,26.96,60.933,100.3998,90.76,78.71,28.2145,108.2444,49.5919,131.74,70.11,47.18,47.48,65.25,1016.06,1025.47,77.361,73.77,178.02,284.24,68.06,44.2098,188.0851,450.24,90.6725,20.35,42.7828,85.2134,21.39,20.57,131.63,124.36,101.4114,66.0531,39.74,296.59,48.0,96.9858,31.0,47.5535,27.23,271.2,57.48,220.4449,127.8582,71.97,346.13,63.4664,56.2458,107.3897,82.09,55.0598,372.08,83.08,61.2105,5.9278,81.11,60.44,18.5196,65.02,300.36,99.15,88.2048,80.0,243.36,105.33,142.59,163.73,66.921,154.02,35.65,146.54,102.7821,48.03,83.3069
457,31.9529,147.6268,226.19,82.2684,130.5603,128.28,186.71,106.0,33.5285,19.0,193.9404,1575.39,154.07,47.17,233.23,160.95,318.33,1717.55,87.1,43.26,84.9,52.23,105.35,302.74,35.81,205.6844,42.92,62.5829,172.56,28.55,63.5259,102.2934,92.89,84.42,28.8621,112.8028,51.6272,137.95,73.22,47.78,48.06,68.25,1070.71,1078.07,80.231,74.5,187.43,302.69,72.27,46.9226,195.5478,471.68,93.1366,22.27,43.9484,90.6653,22.77,21.98,138.06,128.55,107.4618,68.7322,40.84,315.33,49.79,101.4965,32.7,49.646,28.84,297.57,59.43,229.2767,136.0497,75.45,341.82,65.6789,58.7436,109.5919,86.27,55.9494,397.55,85.34,63.2399,6.1573,83.9,63.3366,19.297,67.49,317.69,101.7,92.1942,82.68,255.03,109.98,148.97,172.7,69.1474,163.35,37.16,150.5,106.9275,48.5,87.1643
458,32.8604,147.2982,229.26,82.7858,129.854,132.72,189.92,107.94,34.1254,20.57,196.5502,1629.51,157.59,48.5,237.98,162.6,322.4,1711.82,90.19,43.42,87.52,51.93,104.87,301.47,35.43,206.4423,43.21,62.244,172.85,29.18,63.4262,102.702,97.96,87.59,29.3602,114.269,52.0044,138.05,73.07,47.94,48.18,68.56,1068.39,1075.92,82.7137,74.15,186.89,307.89,74.21,47.1412,198.5309,478.44,93.0169,22.76,44.7782,91.9562,21.68,21.04,139.29,134.1,107.6611,70.7441,41.12,328.94,49.73,101.6259,34.0,50.1617,29.75,315.34,59.13,238.9967,143.2523,76.01,339.69,65.3316,58.6739,108.6495,86.93,55.7913,396.63,88.93,63.2399,6.2072,85.76,64.1926,19.2671,68.44,334.96,104.41,93.7821,83.23,271.0,110.09,151.4,175.85,69.5449,163.5,38.48,151.61,108.8263,48.29,89.4668
459,32.3319,150.1061,232.68,84.8054,130.62,133.87,192.95,108.61,32.7425,20.75,199.0707,1656.58,156.43,49.97,236.07,163.4,324.44,1686.92,92.3,43.67,87.58,53.13,107.57,300.71,35.72,207.9882,43.56,63.141,174.72,29.48,64.1442,103.4993,98.6,89.02,29.8882,116.6729,53.3547,142.53,73.55,48.36,48.61,68.09,1076.28,1085.37,84.819,75.37,189.29,293.75,74.9,47.4393,203.2899,482.99,95.6506,22.95,44.8177,90.4965,20.76,20.28,136.93,135.86,109.4055,72.6663,42.08,328.49,52.83,102.3628,33.74,49.408,29.87,320.27,58.67,241.9106,139.686,76.44,336.07,65.8277,59.2412,109.691,88.7,55.3069,397.26,91.54,63.2897,6.337,86.1,64.8894,19.5163,67.77,335.35,107.92,93.663,82.38,276.0,111.07,156.92,178.19,70.9364,166.95,38.11,152.58,112.2361,48.85,87.7623
